sofifa_id,nationality,club_name,league_name
247508,Turkey,Valenciennes FC,French Ligue 2
251380,France,Stade Rennais FC,French Ligue 1
251449,Portugal,Gil Vicente FC,Portuguese Liga ZON SAGRES
251626,Netherlands,ADO Den Haag,Holland Eredivisie
253304,Uruguay,Centro Atlético Fénix,Uruguayan Primera División
255102,Portugal,Os Belenenses,Portuguese Liga ZON SAGRES
256125,Brazil,Rio Ave FC,Portuguese Liga ZON SAGRES
257288,Nigeria,Sparta Rotterdam,Holland Eredivisie
257712,Belgium,Waasland-Beveren,Belgian Jupiler Pro League
258116,Uruguay,Club Plaza Colonia,Uruguayan Primera División
258698,Portugal,Os Belenenses,Portuguese Liga ZON SAGRES
222466,Spain,AD Alcorcón,Spanish Segunda División
225458,Chile,Coquimbo Unido,Chilian Campeonato Nacional
227764,England,Coventry City,English League Championship
228369,England,Barnsley,English League Championship
229379,United States,Heracles Almelo,Holland Eredivisie
229398,England,Port Vale,English League Two
230864,England,Tranmere Rovers,English League Two
231947,Korea Republic,Sangju Sangmu FC,Korean K League Classic
233017,Korea Republic,Daegu FC,Korean K League Classic
233018,Korea Republic,Daegu FC,Korean K League Classic
233780,Argentina,Club Atlético Banfield,Argentina Primera División
235329,England,Port Vale,English League Two
235618,England,Forest Green Rovers,English League Two
236467,Germany,FC Augsburg,German 1. Bundesliga
236507,Argentina,Portland Timbers,USA Major League Soccer
236587,United States,Portland Timbers,USA Major League Soccer
236703,Germany,SpVgg Greuther Fürth,German 2. Bundesliga
237371,Sweden,BK Häcken,Swedish Allsvenskan
237440,Belgium,RSC Anderlecht,Belgian Jupiler Pro League
237626,Cameroon,AS Saint-Étienne,French Ligue 1
237679,France,FC Nantes,French Ligue 1
237718,France,FC Sochaux-Montbéliard,French Ligue 2
238263,Norway,FK Haugesund,Norwegian Eliteserien
238519,Saudi Arabia,Al Ittihad,Saudi Abdul L. Jameel League
238578,Korea Republic,Daegu FC,Korean K League Classic
239145,France,ESTAC Troyes,French Ligue 2
239268,Switzerland,Real Sporting de Gijón,Spanish Segunda División
239369,Netherlands,Heracles Almelo,Holland Eredivisie
239418,Germany,Holstein Kiel,German 2. Bundesliga
239496,France,Real Betis,Spain Primera Division
239501,Austria,SCR Altach,Austrian Football Bundesliga
239806,Morocco,Waasland-Beveren,Belgian Jupiler Pro League
240959,Spain,Real Oviedo,Spanish Segunda División
241132,Bolivia,Club Blooming,Liga de Fútbol Profesional Boliviano
242577,France,Stade Brestois 29,French Ligue 1
242678,Colombia,Millonarios FC,Colombian Liga Postobón
242965,Scotland,Stade de Reims,French Ligue 1
243705,France,Olympique de Marseille,French Ligue 1
243713,France,La Berrichonne de Châteauroux,French Ligue 2
244311,Brazil,Sporting de Charleroi,Belgian Jupiler Pro League
244528,Togo,LOSC Lille,French Ligue 1
244971,France,Rio Ave FC,Portuguese Liga ZON SAGRES
245497,Spain,Albacete BP,Spanish Segunda División
245732,Greece,Panathinaikos FC,Greek Super League
245750,Germany,SV Wehen Wiesbaden,German 3. Bundesliga
246388,Venezuela,Moreirense FC,Portuguese Liga ZON SAGRES
246434,Sweden,Falkenbergs FF,Swedish Allsvenskan
246803,United States,New England Revolution,USA Major League Soccer
246952,Comoros,Pau FC,French Ligue 2
247211,Ukraine,Boavista FC,Portuguese Liga ZON SAGRES
248104,Romania,FC Viitorul,Romanian Liga I
248584,France,Olympique de Marseille,French Ligue 1
250976,France,FC Girondins de Bordeaux,French Ligue 1
251552,Greece,SV Zulte-Waregem,Belgian Jupiler Pro League
251757,Spain,CF Fuenlabrada,Spanish Segunda División
251781,Romania,FC Hermannstadt,Romanian Liga I
251812,Netherlands,ADO Den Haag,Holland Eredivisie
252088,Spain,SD Ponferradina,Spanish Segunda División
252578,Bosnia Herzegovina,AEK Athens,Greek Super League
252873,Panama,LASK Linz,Austrian Football Bundesliga
253129,Argentina,Unión de Santa Fe,Argentina Primera División
253255,Uruguay,Liverpool Fútbol Club,Uruguayan Primera División
253540,Peru,Sport Huancayo,Peruvian Primera División
253813,Venezuela,Caracas FC,Venezuelan Primera División
254008,Spain,Real Madrid,Spain Primera Division
255018,Portugal,HJK Helsinki,Finnish Veikkausliiga
256528,Argentina,Defensa y Justicia,Argentina Primera División
256856,Portugal,Portimonense SC,Portuguese Liga ZON SAGRES
257027,Spain,AD Alcorcón,Spanish Segunda División
257713,Italy,Juventus,Italian Serie A
257963,Luxembourg,Gil Vicente FC,Portuguese Liga ZON SAGRES
258557,Spain,AD Alcorcón,Spanish Segunda División
216114,Norway,Vålerenga Fotball,Norwegian Eliteserien
220532,Ukraine,Napoli,Italian Serie A
220912,Poland,Genoa,Italian Serie A
224204,Germany,SpVgg Unterhaching,German 3. Bundesliga
224297,Australia,Aarhus GF,Danish Superliga
226084,Scotland,Plymouth Argyle,English League One
226288,Spain,AD Alcorcón,Spanish Segunda División
226724,England,Colchester United,English League Two
228638,England,Colchester United,English League Two
228834,Norway,IK Start,Norwegian Eliteserien
229269,England,Bristol Rovers,English League One
229436,Denmark,SønderjyskE,Danish Superliga
229742,Turkey,Antalyaspor,Turkish Süper Lig
230136,Northern Ireland,Stoke City,English League Championship
231720,France,Chamois Niortais Football Club,French Ligue 2
232007,Poland,Wisła Kraków,Polish T-Mobile Ekstraklasa
232185,England,Milton Keynes Dons,English League One
233568,Korea Republic,Ulsan Hyundai FC,Korean K League Classic
234991,Uganda,Odense Boldklub,Danish Superliga
235771,England,Crewe Alexandra,English League One
235887,France,La Berrichonne de Châteauroux,French Ligue 2
235949,Brazil,SPAL,Italian Serie B
236867,France,Nîmes Olympique,French Ligue 1
237368,France,Chamois Niortais Football Club,French Ligue 2
238065,Germany,FC St. Pauli,German 2. Bundesliga
239624,Mexico,FC Juárez,Mexican Liga MX
239646,Ghana,Oud-Heverlee Leuven,Belgian Jupiler Pro League
239690,Germany,KFC Uerdingen 05,German 3. Bundesliga
239805,Poland,Zagłębie Lubin,Polish T-Mobile Ekstraklasa
239949,Portugal,1. FC Köln,German 1. Bundesliga
239952,Hungary,FC Lugano,Swiss Super League
240511,Belgium,KV Oostende,Belgian Jupiler Pro League
240685,Netherlands,Brescia,Italian Serie B
241146,Argentina,CD Leganés,Spanish Segunda División
241465,Spain,Wisła Kraków,Polish T-Mobile Ekstraklasa
241485,China PR,Shanghai SIPG FC,Chinese Super League
241586,Spain,C.D. Castellón,Spanish Segunda División
241890,Romania,Sepsi OSK,Romanian Liga I
242289,Northern Ireland,Celtic,Scottish Premiership
242343,Argentina,Club Atlético Lanús,Argentina Primera División
243735,Bosnia Herzegovina,1. FC Kaiserslautern,German 3. Bundesliga
245855,France,ESTAC Troyes,French Ligue 2
246947,Ivory Coast,Real Betis,Spain Primera Division
246951,Costa Rica,Portland Timbers,USA Major League Soccer
247062,United Arab Emirates,Al Ain FC,UAE Arabian Gulf League
247450,Argentina,Deportivo Cali,Colombian Liga Postobón
251057,Romania,Academica Clinceni,Romanian Liga I
251336,Gambia,FK Austria Wien,Austrian Football Bundesliga
251446,Albania,PAOK,Greek Super League
251501,Germany,SV Waldhof Mannheim,German 3. Bundesliga
251996,Brazil,Portimonense SC,Portuguese Liga ZON SAGRES
252053,Ecuador,Santos Laguna,Mexican Liga MX
252254,Austria,FC Admira Wacker Mödling,Austrian Football Bundesliga
252261,Nigeria,SC Heerenveen,Holland Eredivisie
252847,Serbia,CF Fuenlabrada,Spanish Segunda División
253223,Ecuador,SD Aucas,Ecuadorian Serie A
254037,Uruguay,River Plate Montevideo,Uruguayan Primera División
254123,Spain,FC Groningen,Holland Eredivisie
256167,Argentina,Unión de Santa Fe,Argentina Primera División
257218,Mexico,FC Juárez,Mexican Liga MX
208573,Norway,IF Elfsborg,Swedish Allsvenskan
213152,England,Milton Keynes Dons,English League One
213959,Sweden,IK Sirius,Swedish Allsvenskan
220605,Colombia,Club Necaxa,Mexican Liga MX
220872,Scotland,Kilmarnock,Scottish Premiership
221766,Congo,Gaz Metan Mediaş,Romanian Liga I
223823,Germany,SV Waldhof Mannheim,German 3. Bundesliga
223852,England,Mansfield Town,English League Two
225317,Scotland,Hibernian,Scottish Premiership
226096,Brazil,Busan IPark,Korean K League Classic
226510,Iceland,Aalesunds FK,Norwegian Eliteserien
228091,Norway,Mjøndalen IF,Norwegian Eliteserien
228544,Algeria,FC Sochaux-Montbéliard,French Ligue 2
229367,England,Rochdale,English League One
229701,Germany,Hannover 96,German 2. Bundesliga
229768,Spain,UD Logroñés,Spanish Segunda División
229865,Spain,CF Fuenlabrada,Spanish Segunda División
230561,Netherlands,Leeds United,English Premier League
230805,Ukraine,Çaykur Rizespor,Turkish Süper Lig
231322,Belgium,Willem II,Holland Eredivisie
232417,France,Valenciennes FC,French Ligue 2
233194,Brazil,Gil Vicente FC,Portuguese Liga ZON SAGRES
233315,England,Oxford United,English League One
235355,Netherlands,Sparta Rotterdam,Holland Eredivisie
235398,Brazil,Wisła Kraków,Polish T-Mobile Ekstraklasa
235573,Canada,FSV Zwickau,German 3. Bundesliga
235931,Turkey,Medipol Başakşehir FK,Turkish Süper Lig
237108,Finland,SV Zulte-Waregem,Belgian Jupiler Pro League
237116,United States,Colorado Rapids,USA Major League Soccer
237218,United States,Minnesota United FC,USA Major League Soccer
237772,Belgium,Waasland-Beveren,Belgian Jupiler Pro League
237816,Croatia,Raków Częstochowa,Polish T-Mobile Ekstraklasa
238793,Germany,1. FC Magdeburg,German 3. Bundesliga
239709,Austria,LASK Linz,Austrian Football Bundesliga
239948,Mexico,Puebla FC,Mexican Liga MX
241005,Uruguay,FC Lugano,Swiss Super League
241659,Nigeria,Amiens SC,French Ligue 2
241924,Austria,FC Admira Wacker Mödling,Austrian Football Bundesliga
242938,Tunisia,Damac FC,Saudi Abdul L. Jameel League
243680,Afghanistan,Lechia Gdańsk,Polish T-Mobile Ekstraklasa
244099,Gabon,Chamois Niortais Football Club,French Ligue 2
244319,Scotland,Ross County FC,Scottish Premiership
244398,Mauritania,USL Dunkerque,French Ligue 2
245722,Sweden,IF Elfsborg,Swedish Allsvenskan
247151,Argentina,Unión de Santa Fe,Argentina Primera División
247474,United States,Minnesota United FC,USA Major League Soccer
247476,United States,Minnesota United FC,USA Major League Soccer
248470,Austria,FK Austria Wien,Austrian Football Bundesliga
248810,Japan,Gamba Osaka,Japanese J. League Division 1
250893,Netherlands,Sparta Rotterdam,Holland Eredivisie
250991,Cameroon,1. FC Magdeburg,German 3. Bundesliga
251015,Spain,Real Oviedo,Spanish Segunda División
251227,Spain,Valencia CF,Spain Primera Division
251260,Slovenia,FC Zürich,Swiss Super League
251435,Luxembourg,Karlsruher SC,German 2. Bundesliga
251979,Argentina,Arsenal de Sarandí,Argentina Primera División
252116,Spain,CD Mirandés,Spanish Segunda División
253908,Argentina,Unión de Santa Fe,Argentina Primera División
253917,Venezuela,Caracas FC,Venezuelan Primera División
254060,Uruguay,Club Plaza Colonia,Uruguayan Primera División
254281,Sweden,Varbergs BoIS,Swedish Allsvenskan
255541,Greece,Fortuna Sittard,Holland Eredivisie
255569,Tunisia,Abha Club,Saudi Abdul L. Jameel League
255876,Uruguay,Nacional de Montevideo,Uruguayan Primera División
257225,Mexico,FC Juárez,Mexican Liga MX
258547,Germany,Livingston FC,Scottish Premiership
258575,Ivory Coast,KAS Eupen,Belgian Jupiler Pro League
258626,Luxembourg,Waasland-Beveren,Belgian Jupiler Pro League
215211,England,Milton Keynes Dons,English League One
216478,England,Northampton Town,English League One
216656,England,Watford,English League Championship
221502,Canada,Columbus Crew SC,USA Major League Soccer
222168,Norway,Strømsgodset IF,Norwegian Eliteserien
222256,England,Ipswich Town,English League One
222389,Russia,FK Bodø/Glimt,Norwegian Eliteserien
222870,England,Plymouth Argyle,English League One
223186,Denmark,Odense Boldklub,Danish Superliga
223663,Scotland,Ross County FC,Scottish Premiership
224017,Wales,Blackpool,English League One
225361,England,Forest Green Rovers,English League Two
225561,Germany,FC Hansa Rostock,German 3. Bundesliga
225694,England,AFC Wimbledon,English League One
228243,Switzerland,FC Lausanne-Sport,Swiss Super League
228307,England,Walsall,English League Two
228454,Norway,Sarpsborg 08 FF,Norwegian Eliteserien
228870,Netherlands,Grenoble Foot 38,French Ligue 2
229019,Germany,MSV Duisburg,German 3. Bundesliga
229123,Wales,Peterborough United,English League One
230064,Switzerland,FC Vaduz,Swiss Super League
231145,England,Accrington Stanley,English League One
231535,England,Oldham Athletic,English League Two
233227,Papua New Guinea,HJK Helsinki,Finnish Veikkausliiga
233272,Poland,Raków Częstochowa,Polish T-Mobile Ekstraklasa
233725,Netherlands,FC Utrecht,Holland Eredivisie
234197,Netherlands,Vejle Boldklub,Danish Superliga
234391,Brazil,Portimonense SC,Portuguese Liga ZON SAGRES
234783,Montenegro,Waasland-Beveren,Belgian Jupiler Pro League
235207,Germany,Hallescher FC,German 3. Bundesliga
235516,Sweden,IF Elfsborg,Swedish Allsvenskan
236447,Venezuela,Houston Dynamo,USA Major League Soccer
236651,Germany,1. FC Magdeburg,German 3. Bundesliga
237695,Mexico,Tigres U.A.N.L.,Mexican Liga MX
238103,China PR,Shandong Luneng TaiShan FC,Chinese Super League
238577,Korea Republic,Sangju Sangmu FC,Korean K League Classic
239041,Brazil,Kashima Antlers,Japanese J. League Division 1
239512,Netherlands,RKC Waalwijk,Holland Eredivisie
239739,Mexico,Santos Laguna,Mexican Liga MX
239787,Colombia,Atlético Nacional,Colombian Liga Postobón
240333,Turkey,Antalyaspor,Turkish Süper Lig
240341,Brazil,Santa Clara,Portuguese Liga ZON SAGRES
240543,France,Chievo Verona,Italian Serie B
240891,Germany,1. FC Kaiserslautern,German 3. Bundesliga
241067,Venezuela,Crotone,Italian Serie A
242383,Germany,Holstein Kiel,German 2. Bundesliga
243365,Japan,Sagan Tosu,Japanese J. League Division 1
243886,Denmark,Vejle Boldklub,Danish Superliga
244133,Germany,SV Sandhausen,German 2. Bundesliga
245540,Greece,AEK Athens,Greek Super League
246922,Slovakia,Jagiellonia Białystok,Polish T-Mobile Ekstraklasa
247840,Austria,SKN St. Pölten,Austrian Football Bundesliga
251343,Croatia,MKE Ankaragücü,Turkish Süper Lig
252049,Korea Republic,Suwon Samsung Bluewings,Korean K League Classic
252094,Spain,C.D. Castellón,Spanish Segunda División
252119,Austria,SCR Altach,Austrian Football Bundesliga
252799,Turkey,Çaykur Rizespor,Turkish Süper Lig
254063,Bolivia,Club Blooming,Liga de Fútbol Profesional Boliviano
254203,Peru,Melgar FBC,Peruvian Primera División
254361,Paraguay,Sol de América,Paraguayan Primera División
254887,Ecuador,Delfín SC,Ecuadorian Serie A
255005,Japan,Sanfrecce Hiroshima,Japanese J. League Division 1
255047,Paraguay,Club Libertad,Paraguayan Primera División
256539,Austria,SV Ried,Austrian Football Bundesliga
257150,Germany,SC Paderborn 07,German 2. Bundesliga
257359,Spain,UD Logroñés,Spanish Segunda División
258276,Portugal,Gil Vicente FC,Portuguese Liga ZON SAGRES
258777,Turkey,Atiker Konyaspor,Turkish Süper Lig
199141,Norway,Aalesunds FK,Norwegian Eliteserien
211234,France,UD Almería,Spanish Segunda División
211536,Scotland,Motherwell,Scottish Premiership
212385,Germany,Hallescher FC,German 3. Bundesliga
212940,Ivory Coast,Grenoble Foot 38,French Ligue 2
213670,Sweden,Östersunds FK,Swedish Allsvenskan
213695,England,Shrewsbury,English League One
215343,Argentina,Liverpool Fútbol Club,Uruguayan Primera División
218633,Poland,Śląsk Wrocław,Polish T-Mobile Ekstraklasa
220579,France,FC Sochaux-Montbéliard,French Ligue 2
223907,Sweden,Kalmar FF,Swedish Allsvenskan
223925,Germany,Vejle Boldklub,Danish Superliga
224094,Germany,1. FC Kaiserslautern,German 3. Bundesliga
224095,France,Le Havre AC,French Ligue 2
224433,Germany,1. FC Magdeburg,German 3. Bundesliga
224447,Wales,Bolton Wanderers,English League Two
225026,Sweden,Mjällby AIF,Swedish Allsvenskan
225133,Denmark,Strømsgodset IF,Norwegian Eliteserien
225387,England,Exeter City,English League Two
225542,England,Östersunds FK,Swedish Allsvenskan
225685,Ivory Coast,Pau FC,French Ligue 2
225735,Germany,FC Würzburger Kickers,German 2. Bundesliga
225869,Argentina,SD Ponferradina,Spanish Segunda División
225955,Austria,KV Oostende,Belgian Jupiler Pro League
225998,Northern Ireland,Shamrock Rovers,Rep. Ireland Airtricity League
226139,Jordan,Mjällby AIF,Swedish Allsvenskan
226174,United States,FC Emmen,Holland Eredivisie
226507,England,Blackpool,English League One
227700,Switzerland,VVV-Venlo,Holland Eredivisie
228363,Netherlands,AZ Alkmaar,Holland Eredivisie
228894,England,Peterborough United,English League One
229508,Austria,Wolfsberger AC,Austrian Football Bundesliga
232955,Japan,Yokohama FC,Japanese J. League Division 1
234749,Korea Republic,Shenzhen FC,Chinese Super League
235237,Germany,FC Ingolstadt 04,German 3. Bundesliga
235514,Saudi Arabia,Ettifaq FC,Saudi Abdul L. Jameel League
235632,Congo,USL Dunkerque,French Ligue 2
235970,Spain,CD Tondela,Portuguese Liga ZON SAGRES
237598,Italy,Chievo Verona,Italian Serie B
238450,England,Portsmouth,English League One
238557,Germany,FC Würzburger Kickers,German 2. Bundesliga
238636,Germany,FC Ingolstadt 04,German 3. Bundesliga
238784,Germany,FC Hansa Rostock,German 3. Bundesliga
239968,Uruguay,CD Tenerife,Spanish Segunda División
240026,United States,Philadelphia Union,USA Major League Soccer
241102,Austria,SV Ried,Austrian Football Bundesliga
242312,Saudi Arabia,Al Nassr,Saudi Abdul L. Jameel League
244184,Guinea Bissau,Farense,Portuguese Liga ZON SAGRES
244522,Austria,SV Ried,Austrian Football Bundesliga
246675,Paraguay,Nacional Asunción,Paraguayan Primera División
